model,category,layer,head,attention
gptq8,word_limit,0,0,0.0012351989
gptq8,word_limit,0,1,0.0022155761
gptq8,word_limit,0,2,0.00066986086
gptq8,word_limit,0,3,0.002632141
gptq8,word_limit,0,4,0.00129776
gptq8,word_limit,0,5,0.0017333984
gptq8,word_limit,0,6,0.0011390686
gptq8,word_limit,0,7,0.00095062255
gptq8,word_limit,0,8,0.0002922058
gptq8,word_limit,0,9,0.00047073365
gptq8,word_limit,0,10,0.003112793
gptq8,word_limit,0,11,0.0014900208
gptq8,word_limit,0,12,0.00063362124
gptq8,word_limit,0,13,0.0006755829
gptq8,word_limit,0,14,0.00048370362
gptq8,word_limit,0,15,0.0025970459
gptq8,word_limit,0,16,0.0031463623
gptq8,word_limit,0,17,0.0003993988
gptq8,word_limit,0,18,0.0012191773
gptq8,word_limit,0,19,0.003338623
gptq8,word_limit,0,20,0.0016616822
gptq8,word_limit,0,21,0.0024917603
gptq8,word_limit,0,22,0.00047454835
gptq8,word_limit,0,23,0.0011962891
gptq8,word_limit,0,24,0.00093536376
gptq8,word_limit,0,25,0.0010261536
gptq8,word_limit,0,26,0.00084991456
gptq8,word_limit,0,27,0.0010101318
gptq8,word_limit,1,0,0.0022506714
gptq8,word_limit,1,1,0.0016220093
gptq8,word_limit,1,2,0.0004196167
gptq8,word_limit,1,3,0.0026138306
gptq8,word_limit,1,4,0.0023010254
gptq8,word_limit,1,5,0.0011703491
gptq8,word_limit,1,6,0.0006668091
gptq8,word_limit,1,7,0.00027809144
gptq8,word_limit,1,8,0.0013763427
gptq8,word_limit,1,9,0.0006122589
gptq8,word_limit,1,10,0.00061378477
gptq8,word_limit,1,11,0.0003473282
gptq8,word_limit,1,12,0.00047721862
gptq8,word_limit,1,13,0.0007282257
gptq8,word_limit,1,14,0.0008506775
gptq8,word_limit,1,15,0.0011642457
gptq8,word_limit,1,16,0.0013374329
gptq8,word_limit,1,17,0.0010444641
gptq8,word_limit,1,18,0.0008895874
gptq8,word_limit,1,19,0.004296875
gptq8,word_limit,1,20,0.00079956057
gptq8,word_limit,1,21,0.0006526947
gptq8,word_limit,1,22,0.0003982544
gptq8,word_limit,1,23,0.00090408325
gptq8,word_limit,1,24,0.0009605408
gptq8,word_limit,1,25,0.0015174865
gptq8,word_limit,1,26,0.0011413575
gptq8,word_limit,1,27,0.00088500977
gptq8,word_limit,2,0,0.00022201538
gptq8,word_limit,2,1,0.00037174224
gptq8,word_limit,2,2,0.00036392212
gptq8,word_limit,2,3,0.00061416626
gptq8,word_limit,2,4,0.0002325058
gptq8,word_limit,2,5,0.0007640839
gptq8,word_limit,2,6,0.0001941681
gptq8,word_limit,2,7,0.0006629944
gptq8,word_limit,2,8,0.0010162353
gptq8,word_limit,2,9,0.00084533694
gptq8,word_limit,2,10,0.0011863708
gptq8,word_limit,2,11,0.00089263916
gptq8,word_limit,2,12,0.002746582
gptq8,word_limit,2,13,0.00088043214
gptq8,word_limit,2,14,0.0009994507
gptq8,word_limit,2,15,0.0012397766
gptq8,word_limit,2,16,0.002090454
gptq8,word_limit,2,17,0.0020889281
gptq8,word_limit,2,18,0.00040626526
gptq8,word_limit,2,19,0.001625061
gptq8,word_limit,2,20,0.0017730712
gptq8,word_limit,2,21,0.0018417358
gptq8,word_limit,2,22,0.0007396698
gptq8,word_limit,2,23,0.0005054474
gptq8,word_limit,2,24,0.0009094238
gptq8,word_limit,2,25,0.0005767822
gptq8,word_limit,2,26,0.00053596497
gptq8,word_limit,2,27,0.0013801574
gptq8,word_limit,3,0,0.0005527496
gptq8,word_limit,3,1,0.00022678376
gptq8,word_limit,3,2,0.00017728805
gptq8,word_limit,3,3,0.0006324768
gptq8,word_limit,3,4,0.0006378174
gptq8,word_limit,3,5,0.0003725052
gptq8,word_limit,3,6,0.00032596587
gptq8,word_limit,3,7,0.0009048462
gptq8,word_limit,3,8,0.0004135132
gptq8,word_limit,3,9,0.0006149292
